Frequency (Hz)	Level (dB)
423.339844	-78.698738
424.072266	-79.094292
424.804688	-78.876144
425.537109	-79.930870
426.269531	-76.939644
427.001953	-79.084747
427.734375	-79.081596
428.466797	-78.352676
429.199219	-78.706665
429.931641	-79.015671
430.664062	-77.211029
431.396484	-77.695000
432.128906	-78.638748
432.861328	-78.167336
433.593750	-77.034828
434.326172	-77.302811
435.058594	-77.459320
435.791016	-77.914185
436.523438	-78.862068
437.255859	-79.113213
437.988281	-77.514267
438.720703	-77.433784
439.453125	-78.843887
440.185547	-79.923409
440.917969	-78.269325
441.650391	-77.468239
442.382812	-79.352875
443.115234	-76.801682
443.847656	-76.971596
444.580078	-78.734192
445.312500	-77.886223
446.044922	-76.383919
446.777344	-77.914246
447.509766	-77.337181
448.242188	-78.344040
448.974609	-76.783836
449.707031	-78.346001
450.439453	-77.770988
451.171875	-77.428642
451.904297	-77.653023
452.636719	-75.455902
453.369141	-77.564514
454.101562	-77.389236
454.833984	-77.350441
455.566406	-77.648308
456.298828	-78.313698
457.031250	-78.131691
457.763672	-77.488678
458.496094	-76.038773
459.228516	-77.250061
459.960938	-77.290466
460.693359	-77.365921
461.425781	-76.698563
462.158203	-77.241165
462.890625	-75.536774
463.623047	-76.697380
464.355469	-76.149803
465.087891	-76.022636
465.820312	-76.495102
466.552734	-75.815910
467.285156	-76.848816
468.017578	-76.054558
468.750000	-76.887131
469.482422	-76.871323
470.214844	-75.592674
470.947266	-76.416023
471.679688	-75.957024
472.412109	-76.884491
473.144531	-77.363106
473.876953	-75.782616
474.609375	-75.585052
475.341797	-77.643250
476.074219	-76.203888
476.806641	-75.431458
477.539062	-77.893318
478.271484	-77.491333
479.003906	-75.900200
479.736328	-74.792564
480.468750	-75.288193
481.201172	-76.123360
481.933594	-76.566727
482.666016	-75.538338
483.398438	-75.750069
484.130859	-75.142067
484.863281	-75.852280
485.595703	-75.660843
486.328125	-75.467598
487.060547	-75.364655
487.792969	-75.135330
488.525391	-74.967834
489.257812	-76.668167
489.990234	-76.265388
490.722656	-75.147644
491.455078	-75.626236
492.187500	-74.080185
492.919922	-75.185020
493.652344	-73.404861
494.384766	-74.635277
495.117188	-73.991333
495.849609	-75.588608
496.582031	-75.739220
497.314453	-75.539192
498.046875	-72.782013
498.779297	-73.862656
499.511719	-73.294052
500.244141	-73.359779
500.976562	-74.379028
501.708984	-73.039467
502.441406	-74.776566
503.173828	-74.400993
503.906250	-73.283501
504.638672	-74.033813
505.371094	-72.726646
506.103516	-72.771294
506.835938	-74.761009
507.568359	-73.280838
508.300781	-73.371040
509.033203	-73.737686
509.765625	-73.919426
510.498047	-72.879166
511.230469	-73.677162
511.962891	-74.187759
512.695312	-72.375961
513.427734	-72.956665
514.160156	-72.304794
