Frequency (Hz)	Level (dB)
786.621094	-66.093483
787.353516	-67.281128
788.085938	-65.974731
788.818359	-65.772713
789.550781	-67.019531
790.283203	-65.383942
791.015625	-65.015739
791.748047	-65.677002
792.480469	-65.440468
793.212891	-67.875679
793.945312	-67.589478
794.677734	-65.752655
795.410156	-67.115494
796.142578	-67.048134
796.875000	-66.765778
797.607422	-68.095284
798.339844	-66.640137
799.072266	-66.250931
799.804688	-68.360725
800.537109	-65.880989
801.269531	-67.010086
802.001953	-68.924622
802.734375	-66.859291
803.466797	-67.209282
804.199219	-66.218781
804.931641	-66.758675
805.664062	-66.945595
806.396484	-68.833145
807.128906	-67.229843
807.861328	-67.947853
808.593750	-67.090599
809.326172	-68.894432
810.058594	-68.000259
810.791016	-67.301849
811.523438	-67.986984
812.255859	-68.929565
812.988281	-67.545502
813.720703	-67.805275
814.453125	-67.144150
815.185547	-67.654732
815.917969	-67.828789
816.650391	-67.624390
817.382812	-70.836090
818.115234	-68.539551
818.847656	-70.425194
819.580078	-68.423531
820.312500	-69.403221
821.044922	-68.502693
821.777344	-69.462677
822.509766	-69.417709
823.242188	-70.837082
823.974609	-70.719398
824.707031	-68.925011
825.439453	-69.297859
826.171875	-68.521370
826.904297	-68.613289
827.636719	-68.740738
828.369141	-70.176216
829.101562	-69.451492
829.833984	-70.523636
830.566406	-70.016792
831.298828	-70.555290
832.031250	-69.965759
832.763672	-69.912140
833.496094	-69.727547
834.228516	-71.124939
834.960938	-69.793045
835.693359	-68.453705
836.425781	-70.597961
837.158203	-70.201965
837.890625	-68.327103
838.623047	-70.350639
839.355469	-70.744598
840.087891	-69.352844
840.820312	-71.258522
841.552734	-70.155426
842.285156	-70.450600
843.017578	-70.773819
843.750000	-71.560295
844.482422	-71.945213
845.214844	-70.470726
845.947266	-71.516304
846.679688	-71.786575
847.412109	-69.944695
848.144531	-71.029625
848.876953	-72.289925
849.609375	-71.056946
850.341797	-71.106697
851.074219	-71.974007
851.806641	-71.153587
852.539062	-69.819443
853.271484	-71.455971
854.003906	-72.264336
854.736328	-71.504570
855.468750	-71.841957
856.201172	-70.816322
856.933594	-71.450447
857.666016	-73.109222
858.398438	-71.831451
859.130859	-72.239716
859.863281	-71.778732
860.595703	-71.667725
861.328125	-73.593117
862.060547	-71.706757
862.792969	-72.953873
863.525391	-71.600883
864.257812	-71.592957
864.990234	-70.290710
865.722656	-70.219452
866.455078	-73.309250
867.187500	-72.602936
867.919922	-72.416000
868.652344	-74.307129
869.384766	-70.844597
870.117188	-70.896904
870.849609	-72.151344
871.582031	-71.233307
872.314453	-71.938454
873.046875	-71.571648
873.779297	-72.428741
874.511719	-73.814148
875.244141	-72.333824
875.976562	-73.110214
876.708984	-73.676834
877.441406	-74.135307
878.173828	-73.842545
878.906250	-75.445236
879.638672	-73.346207
880.371094	-73.625732
881.103516	-72.799072
881.835938	-71.729507
882.568359	-71.084587
883.300781	-72.648941
884.033203	-73.115540
884.765625	-73.542465
885.498047	-73.764938
886.230469	-72.019035
886.962891	-72.703751
887.695312	-70.218002
888.427734	-71.286713
889.160156	-73.186523
889.892578	-72.560402
890.625000	-71.816856
891.357422	-73.883995
892.089844	-72.951195
892.822266	-72.659431
893.554688	-73.156509
894.287109	-69.684273
895.019531	-69.967407
895.751953	-73.036362
896.484375	-70.923889
897.216797	-71.321945
897.949219	-71.258316
898.681641	-72.010582
899.414062	-72.188454
900.146484	-71.812889
900.878906	-69.899391
901.611328	-70.744080
902.343750	-70.793365
903.076172	-70.710526
903.808594	-72.515167
904.541016	-72.547050
905.273438	-72.720947
906.005859	-72.150307
906.738281	-71.738190
907.470703	-71.182808
908.203125	-71.419403
908.935547	-71.539597
909.667969	-72.887245
910.400391	-72.860138
911.132812	-72.229439
911.865234	-70.993240
912.597656	-71.635780
913.330078	-70.771919
914.062500	-70.162865
914.794922	-72.404297
915.527344	-70.815681
916.259766	-71.500168
916.992188	-71.057999
917.724609	-69.719933
918.457031	-70.400253
919.189453	-72.116524
919.921875	-70.817261
920.654297	-70.761093
921.386719	-70.004944
922.119141	-70.635651
922.851562	-71.432182
923.583984	-71.914696
924.316406	-70.885544
925.048828	-71.284668
925.781250	-70.125183
